Gene_Symbol	Num_TargetIDs
ENSG00000239306	2
ENSG00000239305	1
ENSG00000151689	1
ENSG00000114125	1
ENSG00000107796	1
ENSG00000185201	4
ENSG00000170955	1
ENSG00000019102	2
ENSG00000170950	1
ENSG00000240972	1
ENSG00000168237	1
ENSG00000197106	1
ENSG00000124374	1
ENSG00000197102	1
ENSG00000111404	1
ENSG00000135503	1
ENSG00000087128	1
ENSG00000135506	4
ENSG00000185010	1
ENSG00000120802	1
ENSG00000123975	1
ENSG00000140564	1
ENSG00000156482	3
ENSG00000213145	2
ENSG00000119900	1
ENSG00000162511	1
ENSG00000100764	1
ENSG00000239779	1
ENSG00000170144	1
ENSG00000174903	1
ENSG00000102760	1
ENSG00000096384	2
ENSG00000263136	1
ENSG00000144283	1
ENSG00000109790	1
ENSG00000092607	2
ENSG00000131378	1
ENSG00000131370	2
ENSG00000167644	1
ENSG00000123358	3
ENSG00000136854	2
ENSG00000138964	1
ENSG00000204525	4
ENSG00000003249	1
ENSG00000251322	2
ENSG00000136859	2
ENSG00000204520	1
ENSG00000106236	1
ENSG00000163110	4
ENSG00000172081	1
ENSG00000162645	2
ENSG00000185909	1
ENSG00000108774	1
ENSG00000108773	1
ENSG00000099246	1
ENSG00000063854	2
ENSG00000115365	1
ENSG00000096968	1
ENSG00000115361	1
ENSG00000168496	1
ENSG00000168497	1
ENSG00000168490	2
ENSG00000159352	2
ENSG00000162391	1
ENSG00000114416	3
ENSG00000241399	1
ENSG00000114942	4
ENSG00000088002	1
ENSG00000126456	1
ENSG00000126457	2
ENSG00000108515	5
ENSG00000151914	3
ENSG00000126458	1
ENSG00000108518	3
ENSG00000177106	2
ENSG00000177105	2
ENSG00000145390	2
ENSG00000145391	1
ENSG00000115091	2
ENSG00000133627	1
ENSG00000148826	1
ENSG00000137100	1
ENSG00000137106	1
ENSG00000141551	1
ENSG00000141552	4
ENSG00000180198	1
ENSG00000172551	1
ENSG00000173933	2
ENSG00000011590	1
ENSG00000006059	1
ENSG00000185651	3
ENSG00000185650	1
ENSG00000185658	1
ENSG00000101443	2
ENSG00000101336	4
ENSG00000101337	1
ENSG00000158290	1
ENSG00000101444	1
ENSG00000101445	2
ENSG00000141086	3
ENSG00000145649	1
ENSG00000101448	1
ENSG00000084110	1
ENSG00000172889	3
ENSG00000078549	1
ENSG00000137818	2
ENSG00000172331	1
ENSG00000172336	1
ENSG00000113328	1
ENSG00000113327	1
ENSG00000145703	1
ENSG00000145708	1
ENSG00000125900	1
ENSG00000138095	1
ENSG00000267855	1
ENSG00000116661	1
ENSG00000020129	2
ENSG00000085998	1
ENSG00000080618	1
ENSG00000117139	1
ENSG00000158874	2
ENSG00000144118	1
ENSG00000100311	1
ENSG00000138073	1
ENSG00000100312	1
ENSG00000155115	1
ENSG00000211955	1
ENSG00000211956	1
ENSG00000100316	5
ENSG00000130635	2
ENSG00000211959	1
ENSG00000104679	1
ENSG00000133574	1
ENSG00000131142	1
ENSG00000131143	2
ENSG00000006555	1
ENSG00000110675	1
ENSG00000203782	1
ENSG00000203783	1
ENSG00000203786	1
ENSG00000156875	1
ENSG00000203785	1
ENSG00000198732	1
ENSG00000112818	1
ENSG00000198736	1
ENSG00000164056	1
ENSG00000182685	1
ENSG00000100170	1
ENSG00000182934	1
ENSG00000103154	1
ENSG00000078898	1
ENSG00000064195	1
ENSG00000160282	4
ENSG00000160285	1
ENSG00000160284	1
ENSG00000160539	1
ENSG00000064199	1
ENSG00000086758	1
ENSG00000044012	1
ENSG00000181019	3
ENSG00000076944	3
ENSG00000189221	1
ENSG00000171960	1
ENSG00000175946	1
ENSG00000075914	1
ENSG00000103375	2
ENSG00000160753	1
ENSG00000160752	2
ENSG00000156299	1
ENSG00000156298	1
ENSG00000078098	2
ENSG00000093072	1
ENSG00000168394	1
ENSG00000139370	1
ENSG00000179776	1
ENSG00000180424	1
ENSG00000153187	1
ENSG00000147255	2
ENSG00000147257	1
ENSG00000147256	1
ENSG00000103152	3
ENSG00000103150	1
ENSG00000123505	2
ENSG00000132141	1
ENSG00000156127	1
ENSG00000167085	2
ENSG00000171219	1
ENSG00000167088	1
ENSG00000135248	1
ENSG00000142515	5
ENSG00000135245	2
ENSG00000142512	1
ENSG00000166974	2
ENSG00000064999	1
ENSG00000068745	3
ENSG00000168539	1
ENSG00000065717	2
ENSG00000163703	3
ENSG00000168530	2
ENSG00000141965	1
ENSG00000055950	1
ENSG00000213977	1
ENSG00000055957	3
ENSG00000055955	3
ENSG00000204538	1
ENSG00000141968	1
ENSG00000227868	1
ENSG00000062598	1
ENSG00000149743	1
ENSG00000114770	2
ENSG00000114771	1
ENSG00000114779	1
ENSG00000137216	1
ENSG00000148346	2
ENSG00000136848	1
ENSG00000148344	1
ENSG00000115138	5
ENSG00000148341	2
ENSG00000047579	1
ENSG00000135862	1
ENSG00000011243	1
ENSG00000157456	1
ENSG00000152977	2
ENSG00000166289	1
ENSG00000136448	1
ENSG00000149527	1
ENSG00000136444	1
ENSG00000165953	1
ENSG00000137714	1
ENSG00000137713	1
ENSG00000137710	1
ENSG00000133454	2
ENSG00000164530	1
ENSG00000127990	1
ENSG00000267467	1
ENSG00000162078	1
ENSG00000166025	1
ENSG00000162073	1
ENSG00000096433	1
ENSG00000130844	1
ENSG00000186352	1
ENSG00000108187	1
ENSG00000173210	2
ENSG00000067167	1
ENSG00000086967	1
ENSG00000184840	1
ENSG00000149968	3
ENSG00000172977	1
ENSG00000005381	1
ENSG00000080573	1
ENSG00000251546	1
ENSG00000158604	2
ENSG00000196352	2
ENSG00000086504	1
ENSG00000167880	3
ENSG00000049323	3
ENSG00000009724	1
ENSG00000099822	1
ENSG00000107404	1
ENSG00000101161	1
ENSG00000101160	1
ENSG00000196470	1
ENSG00000154767	1
ENSG00000101166	1
ENSG00000124172	3
ENSG00000159733	1
ENSG00000175215	1
ENSG00000092295	2
ENSG00000130159	1
ENSG00000077254	1
ENSG00000129244	1
ENSG00000129245	1
ENSG00000019169	1
ENSG00000072071	1
ENSG00000161835	1
ENSG00000135521	1
ENSG00000135525	1
ENSG00000169474	1
ENSG00000121898	1
ENSG00000006128	2
ENSG00000042445	2
ENSG00000156467	2
ENSG00000110880	1
ENSG00000110881	1
ENSG00000156463	1
ENSG00000198695	1
ENSG00000198692	1
ENSG00000111684	1
ENSG00000075702	1
ENSG00000087365	1
ENSG00000176749	1
ENSG00000110080	2
ENSG00000163382	2
ENSG00000102924	1
ENSG00000167775	1
ENSG00000142186	2
ENSG00000135387	1
ENSG00000109919	1
ENSG00000142188	1
ENSG00000116717	2
ENSG00000118680	2
ENSG00000123338	1
ENSG00000118689	1
ENSG00000136872	1
ENSG00000136877	1
ENSG00000178821	2
ENSG00000170989	1
ENSG00000184216	1
ENSG00000163131	2
ENSG00000168701	1
ENSG00000166562	2
ENSG00000244474	1
ENSG00000182326	4
ENSG00000204642	1
ENSG00000106976	4
ENSG00000163399	3
ENSG00000163395	2
ENSG00000115306	2
ENSG00000115307	1
ENSG00000071282	3
ENSG00000156885	1
ENSG00000092621	1
ENSG00000105254	2
ENSG00000136383	1
ENSG00000221914	1
ENSG00000141579	2
ENSG00000141576	1
ENSG00000177169	1
ENSG00000141574	2
ENSG00000139637	1
ENSG00000139631	2
ENSG00000172531	1
ENSG00000173915	1
ENSG00000173660	1
ENSG00000147804	1
ENSG00000173918	3
ENSG00000165030	1
ENSG00000154518	1
ENSG00000153234	1
ENSG00000141759	1
ENSG00000141753	1
ENSG00000141750	1
ENSG00000137831	1
ENSG00000141756	1
ENSG00000137834	1
ENSG00000112655	1
ENSG00000112306	1
ENSG00000112303	7
ENSG00000162444	1
ENSG00000070087	4
ENSG00000070081	1
ENSG00000112308	1
ENSG00000112658	1
ENSG00000073282	1
ENSG00000254470	1
ENSG00000125968	2
ENSG00000090372	1
ENSG00000089737	3
ENSG00000090376	1
ENSG00000050426	1
ENSG00000076706	1
ENSG00000070669	2
ENSG00000116824	1
ENSG00000073060	1
ENSG00000229859	5
ENSG00000006712	1
ENSG00000000419	1
ENSG00000213719	2
ENSG00000213714	1
ENSG00000148660	1
ENSG00000133142	4
ENSG00000150459	3
ENSG00000184983	1
ENSG00000004700	1
ENSG00000211973	1
ENSG00000150457	1
ENSG00000100376	1
ENSG00000144136	1
ENSG00000054690	1
ENSG00000130382	1
ENSG00000171724	1
ENSG00000110651	3
ENSG00000235631	1
ENSG00000203760	1
ENSG00000164070	1
ENSG00000164076	3
ENSG00000100197	2
ENSG00000100196	1
ENSG00000182916	2
ENSG00000139624	1
ENSG00000161642	2
ENSG00000117152	2
ENSG00000161649	1
ENSG00000117155	1
ENSG00000117154	1
ENSG00000243147	2
ENSG00000125780	1
ENSG00000110435	1
ENSG00000110436	3
ENSG00000100997	1
ENSG00000100994	1
ENSG00000100991	1
ENSG00000050820	1
ENSG00000103319	1
ENSG00000012171	1
ENSG00000107341	1
ENSG00000261701	1
ENSG00000106565	3
ENSG00000106560	1
ENSG00000124785	1
ENSG00000100628	1
ENSG00000179751	1
ENSG00000131165	1
ENSG00000123836	1
ENSG00000140939	1
ENSG00000134057	1
ENSG00000064607	1
ENSG00000140937	2
ENSG00000140931	1
ENSG00000123838	1
ENSG00000177807	1
ENSG00000102265	4
ENSG00000163092	2
ENSG00000171236	1
ENSG00000171234	1
ENSG00000182117	1
ENSG00000111215	1
ENSG00000107968	1
ENSG00000166913	1
ENSG00000135269	2
ENSG00000147588	1
ENSG00000169136	1
ENSG00000084636	1
ENSG00000167202	1
ENSG00000109610	1
ENSG00000179363	1
ENSG00000179364	1
ENSG00000124145	1
ENSG00000170855	1
ENSG00000118271	1
ENSG00000101306	1
ENSG00000176171	2
ENSG00000137393	1
ENSG00000132128	1
ENSG00000137392	1
ENSG00000186350	1
ENSG00000214456	1
ENSG00000105063	1
ENSG00000135842	1
ENSG00000135845	1
ENSG00000131831	1
ENSG00000124702	2
ENSG00000178585	2
ENSG00000227877	1
ENSG00000127511	1
ENSG00000138172	1
ENSG00000060971	2
ENSG00000128699	1
ENSG00000187175	1
ENSG00000149480	2
ENSG00000187173	1
ENSG00000118898	2
ENSG00000174307	2
ENSG00000186806	1
ENSG00000173272	1
ENSG00000087245	5
ENSG00000115446	1
ENSG00000115112	1
ENSG00000206073	1
ENSG00000206072	1
ENSG00000206075	1
ENSG00000113845	1
ENSG00000128185	1
ENSG00000178233	1
ENSG00000113312	1
ENSG00000119326	2
ENSG00000154165	1
ENSG00000153395	1
ENSG00000023445	1
ENSG00000271303	1
ENSG00000104738	1
ENSG00000122694	1
ENSG00000122691	2
ENSG00000075240	1
ENSG00000185442	1
ENSG00000125207	1
ENSG00000170004	1
ENSG00000101104	1
ENSG00000101109	1
ENSG00000174059	1
ENSG00000197324	2
ENSG00000120697	1
ENSG00000120694	2
ENSG00000124155	1
ENSG00000197321	2
ENSG00000124157	1
ENSG00000188677	1
ENSG00000171759	1
ENSG00000104888	1
ENSG00000130176	5
ENSG00000120129	1
ENSG00000175899	1
ENSG00000140743	1
ENSG00000140740	3
ENSG00000019144	1
ENSG00000140749	1
ENSG00000081248	2
ENSG00000170915	2
ENSG00000076043	1
ENSG00000076513	1
ENSG00000197142	2
ENSG00000183386	1
ENSG00000117362	3
ENSG00000107282	1
ENSG00000107281	2
ENSG00000006453	1
ENSG00000006451	1
ENSG00000160182	1
ENSG00000160180	1
ENSG00000160181	1
ENSG00000152284	1
ENSG00000146963	1
ENSG00000106771	1
ENSG00000106772	1
ENSG00000103507	1
ENSG00000103502	3
ENSG00000111291	1
ENSG00000152137	1
ENSG00000174943	1
ENSG00000106483	1
ENSG00000106484	3
ENSG00000168421	1
ENSG00000198417	1
ENSG00000143217	1
ENSG00000134419	4
ENSG00000018236	1
ENSG00000171530	3
ENSG00000182492	1
ENSG00000171532	1
ENSG00000131620	1
ENSG00000136819	1
ENSG00000078114	1
ENSG00000136813	2
ENSG00000136811	4
ENSG00000136810	2
ENSG00000184232	1
ENSG00000178776	1
ENSG00000178772	1
ENSG00000185946	1
ENSG00000114631	1
ENSG00000115274	1
ENSG00000204628	6
ENSG00000088387	1
ENSG00000088386	1
ENSG00000099204	3
ENSG00000069399	1
ENSG00000105270	1
ENSG00000132824	2
ENSG00000132821	1
ENSG00000221932	1
ENSG00000177143	1
ENSG00000004779	1
ENSG00000133661	1
ENSG00000004776	1
ENSG00000135108	1
ENSG00000187764	1
ENSG00000173641	4
ENSG00000173391	1
ENSG00000011083	1
ENSG00000122194	1
ENSG00000146425	1
ENSG00000185615	3
ENSG00000169926	1
ENSG00000163515	1
ENSG00000163517	1
ENSG00000163513	2
ENSG00000214022	1
ENSG00000089472	1
ENSG00000205572	1
ENSG00000127540	2
ENSG00000070061	1
ENSG00000112679	1
ENSG00000158869	1
ENSG00000077232	1
ENSG00000077585	1
ENSG00000077238	1
ENSG00000125944	1
ENSG00000090316	1
ENSG00000133083	1
ENSG00000008394	1
ENSG00000143196	1
ENSG00000144485	1
ENSG00000134825	3
ENSG00000128272	2
ENSG00000100307	1
ENSG00000196843	1
ENSG00000137507	1
ENSG00000137504	1
ENSG00000133884	1
ENSG00000164897	2
ENSG00000137509	1
ENSG00000100427	1
ENSG00000100422	1
ENSG00000100353	2
ENSG00000182704	1
ENSG00000100359	1
ENSG00000155629	1
ENSG00000186635	1
ENSG00000126767	1
ENSG00000126945	1
ENSG00000125414	2
ENSG00000196154	4
ENSG00000203747	2
ENSG00000196156	1
ENSG00000164096	2
ENSG00000164091	1
ENSG00000116774	1
ENSG00000128342	1
ENSG00000144035	1
ENSG00000128346	1
ENSG00000099785	1
ENSG00000170027	1
ENSG00000099783	2
ENSG00000167815	1
ENSG00000104946	1
ENSG00000175390	1
ENSG00000103994	2
ENSG00000103335	2
ENSG00000106546	1
ENSG00000039123	1
ENSG00000096006	1
ENSG00000058335	1
ENSG00000134884	2
ENSG00000198083	1
ENSG00000142178	1
ENSG00000155849	1
ENSG00000103196	1
ENSG00000113721	1
ENSG00000113722	1
ENSG00000135373	1
ENSG00000140263	1
ENSG00000140264	4
ENSG00000064666	2
ENSG00000198336	4
ENSG00000065534	5
ENSG00000013563	1
ENSG00000079459	2
ENSG00000135374	1
ENSG00000107949	1
ENSG00000188536	2
ENSG00000163017	2
ENSG00000169116	1
ENSG00000160796	2
ENSG00000243290	1
ENSG00000183283	1
ENSG00000183281	1
ENSG00000163217	1
ENSG00000163216	1
ENSG00000167220	1
ENSG00000092929	1
ENSG00000163219	1
ENSG00000143995	1
ENSG00000213934	1
ENSG00000095203	1
ENSG00000127220	1
ENSG00000179344	3
ENSG00000179348	1
ENSG00000118526	1
ENSG00000118523	1
ENSG00000176153	1
ENSG00000118520	2
ENSG00000149654	1
ENSG00000138829	1
ENSG00000102241	1
ENSG00000138821	1
ENSG00000133275	1
ENSG00000105048	4
ENSG00000214921	1
ENSG00000095066	1
ENSG00000135821	2
ENSG00000135829	1
ENSG00000241294	1
ENSG00000078328	1
ENSG00000165912	2
ENSG00000181418	1
ENSG00000165916	1
ENSG00000165914	1
ENSG00000165915	1
ENSG00000063978	1
ENSG00000127954	1
ENSG00000127955	2
ENSG00000127483	2
ENSG00000244116	1
ENSG00000131747	2
ENSG00000162032	1
ENSG00000166794	1
ENSG00000166797	1
ENSG00000166796	3
ENSG00000166069	1
ENSG00000119125	1
ENSG00000115461	1
ENSG00000115468	2
ENSG00000119699	1
ENSG00000116161	1
ENSG00000168994	1
ENSG00000112110	1
ENSG00000206053	1
ENSG00000020577	1
ENSG00000112118	1
ENSG00000204386	1
ENSG00000204385	1
ENSG00000073921	1
ENSG00000145147	1
ENSG00000204389	2
ENSG00000111077	2
ENSG00000154146	2
ENSG00000137752	1
ENSG00000137975	1
ENSG00000101298	1
ENSG00000272921	1
ENSG00000159516	1
ENSG00000160299	1
ENSG00000129757	2
ENSG00000165264	1
ENSG00000165269	2
ENSG00000154723	4
ENSG00000117305	1
ENSG00000174705	1
ENSG00000117691	1
ENSG00000004838	1
ENSG00000213694	1
ENSG00000086544	1
ENSG00000086548	1
ENSG00000079841	1
ENSG00000043039	1
ENSG00000224650	1
ENSG00000198650	1
ENSG00000171885	1
ENSG00000100650	4
ENSG00000171735	2
ENSG00000012779	2
ENSG00000170421	2
ENSG00000170423	2
ENSG00000090104	2
ENSG00000254999	1
ENSG00000198431	2
ENSG00000169567	2
ENSG00000169564	1
ENSG00000169562	2
ENSG00000136830	2
ENSG00000204544	2
ENSG00000134697	1
ENSG00000168743	1
ENSG00000108861	2
ENSG00000100614	1
ENSG00000129990	3
ENSG00000129991	2
ENSG00000143891	1
ENSG00000071246	1
ENSG00000071242	1
ENSG00000105928	1
ENSG00000164107	2
ENSG00000003402	4
ENSG00000132840	2
ENSG00000132842	1
ENSG00000145335	2
ENSG00000145337	1
ENSG00000070540	1
ENSG00000059728	1
ENSG00000163682	2
ENSG00000139679	1
ENSG00000148841	2
ENSG00000179085	1
ENSG00000139675	1
ENSG00000135127	1
ENSG00000162627	1
ENSG00000001617	1
ENSG00000188706	1
ENSG00000185963	2
ENSG00000136160	1
ENSG00000165071	1
ENSG00000136694	1
ENSG00000185633	1
ENSG00000165072	1
ENSG00000115875	3
ENSG00000184613	1
ENSG00000163536	4
ENSG00000183496	1
ENSG00000169903	1
ENSG00000169902	1
ENSG00000154556	1
ENSG00000169908	2
ENSG00000069849	2
ENSG00000124795	1
ENSG00000172399	1
ENSG00000127561	1
ENSG00000179889	1
ENSG00000162482	1
ENSG00000090339	1
ENSG00000115705	9
ENSG00000148516	1
ENSG00000138032	1
ENSG00000138031	1
ENSG00000179918	1
ENSG00000154930	1
ENSG00000025423	1
ENSG00000139926	3
ENSG00000157601	2
ENSG00000122642	1
ENSG00000154803	1
ENSG00000196821	2
ENSG00000172935	2
ENSG00000172936	2
ENSG00000164309	1
ENSG00000172932	1
ENSG00000100401	1
ENSG00000104381	1
ENSG00000212899	1
ENSG00000104388	1
ENSG00000159189	2
ENSG00000126214	4
ENSG00000126217	1
ENSG00000126218	1
ENSG00000174576	2
ENSG00000196177	1
ENSG00000121774	1
ENSG00000170634	2
ENSG00000072195	1
ENSG00000203896	1
ENSG00000116754	3
ENSG00000116752	1
ENSG00000168785	1
ENSG00000053438	2
ENSG00000270757	1
ENSG00000155511	1
ENSG00000086730	2
ENSG00000168961	2
ENSG00000174827	1
ENSG00000104964	2
ENSG00000104969	1
ENSG00000151729	1
ENSG00000151726	2
ENSG00000116898	1
ENSG00000140465	1
ENSG00000145491	1
ENSG00000145494	1
ENSG00000008988	5
ENSG00000161798	1
ENSG00000180448	3
ENSG00000175115	1
ENSG00000180447	1
ENSG00000139318	1
ENSG00000131126	1
ENSG00000173369	1
ENSG00000176293	1
ENSG00000160221	2
ENSG00000163050	1
ENSG00000013583	1
ENSG00000198355	1
ENSG00000198356	1
ENSG00000065518	4
ENSG00000013588	2
ENSG00000079308	2
ENSG00000087460	6
ENSG00000124422	1
ENSG00000169689	1
ENSG00000022840	2
ENSG00000111752	1
ENSG00000088882	1
ENSG00000174886	1
ENSG00000102003	1
ENSG00000106034	1
ENSG00000096060	1
ENSG00000102007	1
ENSG00000093010	1
ENSG00000167244	1
ENSG00000109654	1
ENSG00000131781	1
ENSG00000197756	4
ENSG00000103710	1
ENSG00000016402	1
ENSG00000118503	1
ENSG00000146147	2
ENSG00000132471	1
ENSG00000132470	3
ENSG00000132475	4
ENSG00000184371	1
ENSG00000138801	1
ENSG00000061676	1
ENSG00000105711	1
ENSG00000133789	1
ENSG00000128965	1
ENSG00000147027	1
ENSG00000244355	1
ENSG00000131873	1
ENSG00000166265	1
ENSG00000132780	2
ENSG00000184113	1
ENSG00000184110	2
ENSG00000184117	1
ENSG00000172232	1
ENSG00000080845	2
ENSG00000172725	1
ENSG00000172236	2
ENSG00000244687	2
ENSG00000172239	1
ENSG00000114867	3
ENSG00000186847	1
ENSG00000186844	1
ENSG00000015171	1
ENSG00000051128	1
ENSG00000071054	1
ENSG00000160310	1
ENSG00000185928	1
ENSG00000172053	1
ENSG00000049089	1
ENSG00000108298	3
ENSG00000136573	1
ENSG00000165792	1
ENSG00000165795	4
ENSG00000077684	1
ENSG00000154122	1
ENSG00000137959	1
ENSG00000148180	6
ENSG00000133433	1
ENSG00000137955	1
ENSG00000130204	1
ENSG00000130202	2
ENSG00000130203	2
ENSG00000087258	1
ENSG00000157837	1
ENSG00000130208	4
ENSG00000067057	3
ENSG00000010278	2
ENSG00000196361	1
ENSG00000196365	2
ENSG00000242689	1
ENSG00000112139	1
ENSG00000127603	3
ENSG00000113558	4
ENSG00000179526	2
ENSG00000161544	1
ENSG00000161547	3
ENSG00000145555	1
ENSG00000119812	1
ENSG00000213676	1
ENSG00000183723	1
ENSG00000183722	1
ENSG00000183726	1
ENSG00000100092	1
ENSG00000100097	1
ENSG00000103275	2
ENSG00000117410	3
ENSG00000117411	1
ENSG00000087510	1
ENSG00000164111	4
ENSG00000144802	1
ENSG00000181274	1
ENSG00000171867	1
ENSG00000171711	1
ENSG00000171862	2
ENSG00000171860	1
ENSG00000176720	1
ENSG00000160948	4
ENSG00000103018	3
ENSG00000255823	1
ENSG00000008516	1
ENSG00000134324	2
ENSG00000134453	1
ENSG00000134452	1
ENSG00000198189	1
ENSG00000161896	1
ENSG00000243649	3
ENSG00000123609	1
ENSG00000243317	1
ENSG00000243646	1
ENSG00000042286	1
ENSG00000007237	1
ENSG00000101981	1
ENSG00000175582	1
ENSG00000108840	1
ENSG00000108846	1
ENSG00000108849	1
ENSG00000108848	5
ENSG00000036530	1
ENSG00000106991	2
ENSG00000106992	5
ENSG00000177981	1
ENSG00000175634	1
ENSG00000120833	1
ENSG00000135324	1
ENSG00000142694	1
ENSG00000147400	1
ENSG00000147403	4
ENSG00000131669	1
ENSG00000131668	1
ENSG00000132646	1
ENSG00000149115	1
ENSG00000184588	1
ENSG00000248099	1
ENSG00000248098	1
ENSG00000184584	1
ENSG00000167654	1
ENSG00000221978	2
ENSG00000237763	2
ENSG00000177673	1
ENSG00000177674	1
ENSG00000081791	1
ENSG00000111046	1
ENSG00000172005	4
ENSG00000241644	1
ENSG00000144655	2
ENSG00000135148	1
ENSG00000185989	1
ENSG00000159753	1
ENSG00000198807	1
ENSG00000071991	1
ENSG00000105369	2
ENSG00000205531	1
ENSG00000105364	1
ENSG00000048540	1
ENSG00000187581	1
ENSG00000159200	1
ENSG00000162976	1
ENSG00000229183	3
ENSG00000253293	1
ENSG00000158560	1
ENSG00000090861	1
ENSG00000090863	1
ENSG00000137094	1
ENSG00000122406	2
ENSG00000146469	1
ENSG00000067606	1
ENSG00000136143	1
ENSG00000158301	1
ENSG00000138279	1
ENSG00000134996	1
ENSG00000196805	1
ENSG00000164326	1
ENSG00000137547	2
ENSG00000127528	1
ENSG00000155660	1
ENSG00000112096	5
ENSG00000106025	1
ENSG00000186184	2
ENSG00000126233	1
ENSG00000091622	1
ENSG00000204228	1
ENSG00000204227	1
ENSG00000085117	1
ENSG00000254415	1
ENSG00000174514	2
ENSG00000121716	2
ENSG00000133606	2
ENSG00000203879	1
ENSG00000182606	1
ENSG00000088448	1
ENSG00000256812	1
ENSG00000139269	1
ENSG00000073598	1
ENSG00000072310	1
ENSG00000007933	1
ENSG00000155087	1
ENSG00000100285	1
ENSG00000100284	1
ENSG00000100280	1
ENSG00000104901	1
ENSG00000104903	1
ENSG00000104904	3
ENSG00000139055	1
ENSG00000151748	1
ENSG00000134046	2
ENSG00000185215	3
ENSG00000125458	1
ENSG00000170876	1
ENSG00000129128	1
ENSG00000143641	1
ENSG00000175130	1
ENSG00000197641	3
ENSG00000087266	2
ENSG00000158373	2
ENSG00000187730	1
ENSG00000065609	1
ENSG00000140990	1
ENSG00000140995	1
ENSG00000160201	1
ENSG00000160200	1
ENSG00000160202	1
ENSG00000213088	2
ENSG00000078814	2
ENSG00000160209	2
ENSG00000110492	1
ENSG00000124490	1
ENSG00000124491	1
ENSG00000124493	3
ENSG00000171298	1
ENSG00000103485	1
ENSG00000142599	1
ENSG00000107902	2
ENSG00000225663	2
ENSG00000102024	2
ENSG00000106052	2
ENSG00000156219	3
ENSG00000105887	1
ENSG00000109670	1
ENSG00000092964	2
ENSG00000105559	1
ENSG00000150907	1
ENSG00000118564	1
ENSG00000110237	1
ENSG00000146122	1
ENSG00000163032	3
ENSG00000167005	1
ENSG00000189403	3
ENSG00000134153	1
ENSG00000131508	2
ENSG00000171130	2
ENSG00000131504	1
ENSG00000131507	1
ENSG00000166206	1
ENSG00000123143	3
ENSG00000111142	1
ENSG00000123146	3
ENSG00000152463	1
ENSG00000181458	2
ENSG00000078369	1
ENSG00000021852	1
ENSG00000168209	1
ENSG00000084693	1
ENSG00000167261	1
ENSG00000182195	1
ENSG00000182197	1
ENSG00000188130	2
ENSG00000182199	3
ENSG00000108106	1
ENSG00000108107	5
ENSG00000108100	2
ENSG00000091436	1
ENSG00000186868	1
ENSG00000178695	1
ENSG00000047249	1
ENSG00000105088	1
ENSG00000065361	2
ENSG00000139737	1
ENSG00000105085	1
ENSG00000051108	2
ENSG00000005302	1
ENSG00000074201	1
ENSG00000185883	2
ENSG00000063245	2
ENSG00000063244	3
ENSG00000063241	1
ENSG00000101255	1
ENSG00000154451	1
ENSG00000119383	2
ENSG00000167914	1
ENSG00000167916	1
ENSG00000179295	1
ENSG00000187446	1
ENSG00000172216	1
ENSG00000122367	2
ENSG00000165516	1
ENSG00000125844	1
ENSG00000196344	1
ENSG00000010256	1
ENSG00000125841	2
ENSG00000174748	5
ENSG00000214212	1
ENSG00000112159	1
ENSG00000258713	1
ENSG00000113575	1
ENSG00000113578	1
ENSG00000006652	1
ENSG00000143450	2
ENSG00000089127	1
ENSG00000183741	1
ENSG00000145632	1
ENSG00000183747	1
ENSG00000148702	2
ENSG00000213654	2
ENSG00000148700	1
ENSG00000213658	1
ENSG00000108679	2
ENSG00000205076	1
ENSG00000100075	1
ENSG00000104756	1
ENSG00000005379	1
ENSG00000130226	1
ENSG00000130222	1
ENSG00000100079	1
ENSG00000159228	1
ENSG00000117472	1
ENSG00000103257	2
ENSG00000107223	3
ENSG00000152266	1
ENSG00000117479	2
ENSG00000117906	2
ENSG00000146904	1
ENSG00000164172	1
ENSG00000198610	1
ENSG00000198961	1
ENSG00000198612	1
ENSG00000150687	1
ENSG00000150681	1
ENSG00000231925	1
ENSG00000197430	1
ENSG00000197345	1
ENSG00000171848	1
ENSG00000061794	1
ENSG00000160691	2
ENSG00000170465	1
ENSG00000083937	1
ENSG00000072786	1
ENSG00000013288	1
ENSG00000134308	1
ENSG00000079805	3
ENSG00000064300	1
ENSG00000215021	3
ENSG00000204580	4
ENSG00000178719	4
ENSG00000069667	1
ENSG00000094963	1
ENSG00000075785	2
ENSG00000103035	1
ENSG00000103034	2
ENSG00000151224	1
ENSG00000151552	2
ENSG00000177479	1
ENSG00000124535	1
ENSG00000071203	2
ENSG00000071205	1
ENSG00000105963	1
ENSG00000009950	2
ENSG00000142102	3
ENSG00000105968	3
ENSG00000176871	1
ENSG00000183103	1
ENSG00000084207	2
ENSG00000179041	1
ENSG00000172023	1
ENSG00000172020	1
ENSG00000109193	1
ENSG00000249437	1
ENSG00000205678	1
ENSG00000250479	1
ENSG00000108829	1
ENSG00000108828	1
ENSG00000114120	1
ENSG00000108823	1
ENSG00000108821	1
ENSG00000108826	1
ENSG00000115524	3
ENSG00000115525	1
ENSG00000115295	1
ENSG00000115523	2
ENSG00000138623	1
ENSG00000115839	1
ENSG00000259384	4
ENSG00000109339	1
ENSG00000214518	1
ENSG00000109332	2
ENSG00000109445	1
ENSG00000134815	1
ENSG00000162992	1
ENSG00000074071	1
ENSG00000134817	1
ENSG00000162998	1
ENSG00000149136	1
ENSG00000136305	1
ENSG00000149131	6
ENSG00000138079	1
